order,id,date,time,title,url,visitCount,typedCount,transition
342,8682,5/6/2024,14:36:34,Login | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/loginForm?urlAfterLogin=%5BaHR0cHM6Ly9jdXJzb3MuYWx1cmEuY29tLmJyL2ltZXJzYW8_dXRtX3NvdXJjZT1kZXZ6YXBwJnV0bV9tZWRpdW09d2hhdHNhcHAmdXRtX2NvbnRlbnQ9YXVsYS0wMSZ1dG1fY2FtcGFpZ249aW1lcnNhby1pYS1nb29nbGU%5D,1,0,auto_toplevel
343,8675,5/6/2024,14:33:39,Reserva Online,https://atlantica.letsbook.com.br/D/Compras/DetalhesReserva?loc=969339,2,0,form_submit
344,8674,5/6/2024,14:33:21,Reserva Online,https://atlantica.letsbook.com.br/D/Compras,3,0,reload
345,8674,5/6/2024,14:33:10,Reserva Online,https://atlantica.letsbook.com.br/D/Compras,3,0,link
346,8679,5/6/2024,14:33:07,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjsUyo6AAA%3D,1,0,link
347,8678,5/6/2024,14:28:10,Reserva Online,https://atlantica.letsbook.com.br/D/Compras/DetalhesReserva?loc=969339#reserva-nome-hotel,1,0,form_submit
348,426,5/6/2024,14:28:01,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/,60,0,link
349,8677,5/6/2024,14:27:48,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjsUyo4AAA%3D,1,0,link
350,426,5/6/2024,14:27:44,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/,60,0,link
351,8676,5/6/2024,14:27:43,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjsUyo5AAA%3D,1,0,link
352,8674,5/6/2024,14:27:29,Reserva Online,https://atlantica.letsbook.com.br/D/Compras,3,0,link
353,8675,5/6/2024,14:26:29,Reserva Online,https://atlantica.letsbook.com.br/D/Compras/DetalhesReserva?loc=969339,2,0,form_submit
354,8674,5/6/2024,14:26:16,Reserva Online,https://atlantica.letsbook.com.br/D/Compras,3,0,link
355,8673,5/6/2024,14:26:07,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjsUyo5AAA%3D/sxs/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjiDS2XAAABEgAQAB6ZJUVrNThPlaEsKBHlBo0%3D,1,0,link
356,8672,5/6/2024,14:05:06,Reserva Online,https://atlantica.letsbook.com.br/D/Pagamento/Confirmacao,1,0,link
357,8671,5/6/2024,14:05:05,Reserva Online,https://atlantica.letsbook.com.br/D/Pagamento/Confirmacao?,1,0,form_submit
358,8670,5/6/2024,13:59:22,Reserva Online,https://atlantica.letsbook.com.br/d/pagamento/novo?idioma=pt-BR&moeda=BRL&promocode=SENAI,1,0,form_submit
359,8669,5/6/2024,13:59:21,Reserva Online,https://atlantica.letsbook.com.br/reserva/confirmacao-de-email?_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718&codigoHotel=98&checkin=2024-05-13&checkout=2024-05-15&numeroAdultos=2&criancas&codigoCidade&promocode=SENAI&device=Desktop&idioma=pt-BR&moeda=BRL&emailHospede,2,0,link
360,8669,5/6/2024,13:59:10,Reserva Online,https://atlantica.letsbook.com.br/reserva/confirmacao-de-email?_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718&codigoHotel=98&checkin=2024-05-13&checkout=2024-05-15&numeroAdultos=2&criancas&codigoCidade&promocode=SENAI&device=Desktop&idioma=pt-BR&moeda=BRL&emailHospede,2,0,link
361,8668,5/6/2024,13:59:10,Reserva Online,https://atlantica.letsbook.com.br/reserva/selecao-de-extras?_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718&codigoHotel=98&checkin=2024-05-13&checkout=2024-05-15&numeroAdultos=2&criancas&codigoCidade&promocode=SENAI&device=Desktop&idioma=pt-BR&moeda=BRL&emailHospede,2,0,link
362,8668,5/6/2024,13:59:01,Reserva Online,https://atlantica.letsbook.com.br/reserva/selecao-de-extras?_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718&codigoHotel=98&checkin=2024-05-13&checkout=2024-05-15&numeroAdultos=2&criancas&codigoCidade&promocode=SENAI&device=Desktop&idioma=pt-BR&moeda=BRL&emailHospede,2,0,link
363,8667,5/6/2024,13:59:01,Reserva Online,https://atlantica.letsbook.com.br/reserva/selecao-de-quartos?_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718&codigoHotel=98&checkin=2024-05-13&checkout=2024-05-15&numeroAdultos=2&criancas&codigoCidade&promocode=SENAI&device=Desktop&idioma=pt-BR&moeda=BRL&emailHospede,5,0,link
364,8667,5/6/2024,13:56:26,Reserva Online,https://atlantica.letsbook.com.br/reserva/selecao-de-quartos?_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718&codigoHotel=98&checkin=2024-05-13&checkout=2024-05-15&numeroAdultos=2&criancas&codigoCidade&promocode=SENAI&device=Desktop&idioma=pt-BR&moeda=BRL&emailHospede,5,0,link
365,8667,5/6/2024,13:56:25,Reserva Online,https://atlantica.letsbook.com.br/reserva/selecao-de-quartos?_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718&codigoHotel=98&checkin=2024-05-13&checkout=2024-05-15&numeroAdultos=2&criancas&codigoCidade&promocode=SENAI&device=Desktop&idioma=pt-BR&moeda=BRL&emailHospede,5,0,link
366,8667,5/6/2024,13:56:24,Reserva Online,https://atlantica.letsbook.com.br/reserva/selecao-de-quartos?_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718&codigoHotel=98&checkin=2024-05-13&checkout=2024-05-15&numeroAdultos=2&criancas&codigoCidade&promocode=SENAI&device=Desktop&idioma=pt-BR&moeda=BRL&emailHospede,5,0,link
367,8667,5/6/2024,13:54:46,Reserva Online,https://atlantica.letsbook.com.br/reserva/selecao-de-quartos?_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718&codigoHotel=98&checkin=2024-05-13&checkout=2024-05-15&numeroAdultos=2&criancas&codigoCidade&promocode=SENAI&device=Desktop&idioma=pt-BR&moeda=BRL&emailHospede,5,0,link
368,8662,5/6/2024,13:54:46,Reserva Online,https://atlantica.letsbook.com.br/reserva/busca?hotel=98&_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718,4,0,link
369,8666,5/6/2024,13:45:40,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjiDS2XAAA%3D/sxs/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjiDS2XAAABEgAQAB6ZJUVrNThPlaEsKBHlBo0%3D,1,0,link
370,8665,5/6/2024,13:45:39,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjiDS2XAAA%3D,1,0,link
371,426,5/6/2024,13:45:17,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/,60,0,link
372,8663,5/6/2024,13:45:15,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjqC9wPAAA%3D,2,0,link
373,8664,5/6/2024,13:42:50,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjqC9wPAAA%3D/sxs/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjqC9wPAAABEgAQAFw%2BwKQZulVLu%2BMmmOgHIiw%3D,1,0,link
374,8663,5/6/2024,13:42:50,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjqC9wPAAA%3D,2,0,link
375,426,5/6/2024,13:42:37,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/,60,0,link
376,8662,5/6/2024,13:42:08,Reserva Online,https://atlantica.letsbook.com.br/reserva/busca?hotel=98&_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718,4,0,link
377,8662,5/6/2024,13:42:07,Reserva Online,https://atlantica.letsbook.com.br/reserva/busca?hotel=98&_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718,4,0,link
378,8662,5/6/2024,13:42:07,Reserva Online,https://atlantica.letsbook.com.br/reserva/busca?hotel=98&_gl=1*1ccon5d*_gcl_au*MTcyNDI1NTM0NS4xNzE1MDEzNzE3*_ga*MTQ0MjgzNDY4My4xNzE1MDEzNzE4*_ga_3Y7XCB2H9D*MTcxNTAxMzcxOC4xLjEuMTcxNTAxMzcyMS41Ny4wLjY4NjIxMDc1MQ..*_ga_898H8NLHVD*MTcxNTAxMzcxNy4xLjEuMTcxNTAxMzcyMS4wLjAuMA..&_ga=2.261764229.929086138.1715013722-1442834683.1715013718,4,0,link
379,8660,5/6/2024,13:42:03,Quality Hotel São Caetano | Atlantica Hotels,https://www.letsatlantica.com.br/hotel/quality-hotel-sao-caetano,3,0,link
380,8660,5/6/2024,13:42:03,Quality Hotel São Caetano | Atlantica Hotels,https://www.letsatlantica.com.br/hotel/quality-hotel-sao-caetano,3,0,link
381,8660,5/6/2024,13:42:01,Quality Hotel São Caetano | Atlantica Hotels,https://www.letsatlantica.com.br/hotel/quality-hotel-sao-caetano,3,0,auto_toplevel
382,8658,5/6/2024,13:41:57,Comfort Hotel Sâo Caetano | Atlantica Hotels,https://www.letsatlantica.com.br/hotel/comfort-hotel-sao-caetano,3,0,link
383,8658,5/6/2024,13:41:57,Comfort Hotel Sâo Caetano | Atlantica Hotels,https://www.letsatlantica.com.br/hotel/comfort-hotel-sao-caetano,3,0,link
384,8658,5/6/2024,13:41:56,Comfort Hotel Sâo Caetano | Atlantica Hotels,https://www.letsatlantica.com.br/hotel/comfort-hotel-sao-caetano,3,0,auto_toplevel
385,8654,5/6/2024,13:40:59,Returning a boolean value in a JavaScript function - Stack Overflow,https://stackoverflow.com/questions/7770187/returning-a-boolean-value-in-a-javascript-function,2,0,form_submit
386,8654,5/6/2024,9:59:21,Returning a boolean value in a JavaScript function - Stack Overflow,https://stackoverflow.com/questions/7770187/returning-a-boolean-value-in-a-javascript-function,2,0,link
387,8653,5/6/2024,9:59:15,return bool em javascript - Pesquisa Google,https://www.google.com/search?q=return+bool+em+javascript&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=return+bool+em+javascript&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCTE1MTI2ajBqNKgCALACAQ&sourceid=chrome&ie=UTF-8,2,0,link
388,8653,5/6/2024,9:59:14,return bool em javascript - Pesquisa Google,https://www.google.com/search?q=return+bool+em+javascript&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=return+bool+em+javascript&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCTE1MTI2ajBqNKgCALACAQ&sourceid=chrome&ie=UTF-8,2,0,generated
389,8652,5/6/2024,9:53:04,Como usar a Fetch API do JavaScript para buscar dados | DigitalOcean,https://www.digitalocean.com/community/tutorials/how-to-use-the-javascript-fetch-api-to-get-data-pt,3,0,link
390,8652,5/6/2024,9:53:04,Como usar a Fetch API do JavaScript para buscar dados | DigitalOcean,https://www.digitalocean.com/community/tutorials/how-to-use-the-javascript-fetch-api-to-get-data-pt,3,0,link
391,8652,5/6/2024,9:53:03,Como usar a Fetch API do JavaScript para buscar dados | DigitalOcean,https://www.digitalocean.com/community/tutorials/how-to-use-the-javascript-fetch-api-to-get-data-pt,3,0,link
392,8651,5/6/2024,9:53:00,fetch interpolação variável - Pesquisa Google,https://www.google.com/search?q=fetch+interpola%C3%A7%C3%A3o+vari%C3%A1vel&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=fetch+interpola%C3%A7%C3%A3o+vari%C3%A1vel&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigAdIBCTE0NTkxajBqNKgCALACAQ&sourceid=chrome&ie=UTF-8,2,0,link
393,8651,5/6/2024,9:52:59,fetch interpolação variável - Pesquisa Google,https://www.google.com/search?q=fetch+interpola%C3%A7%C3%A3o+vari%C3%A1vel&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=fetch+interpola%C3%A7%C3%A3o+vari%C3%A1vel&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigAdIBCTE0NTkxajBqNKgCALACAQ&sourceid=chrome&ie=UTF-8,2,0,generated
394,8650,5/6/2024,9:26:11,DateTime no C# e .NET | balta.io,https://balta.io/blog/datetime-csharp-dotnet,1,0,link
395,8648,5/6/2024,9:26:07,resgatar a data e hora do sistema atual c# - Pesquisa Google,https://www.google.com/search?q=resgatar+a+data+e+hora+do+sistema+atual+c%23&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=resgatar+a+data+e+hora+do+sistema+atual+c%23&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigATIHCAIQIRifBTIHCAMQIRifBdIBCDg3NDRqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,3,0,generated
396,8649,5/6/2024,9:25:57,DateTime.Today Propriedade (System) | Microsoft Learn,https://learn.microsoft.com/pt-br/dotnet/api/system.datetime.today?view=net-8.0,2,0,link
397,8649,5/6/2024,9:25:56,DateTime.Today Propriedade (System) | Microsoft Learn,https://learn.microsoft.com/pt-br/dotnet/api/system.datetime.today?view=net-8.0,2,0,link
398,8648,5/6/2024,9:25:38,resgatar a data e hora do sistema atual c# - Pesquisa Google,https://www.google.com/search?q=resgatar+a+data+e+hora+do+sistema+atual+c%23&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=resgatar+a+data+e+hora+do+sistema+atual+c%23&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigATIHCAIQIRifBTIHCAMQIRifBdIBCDg3NDRqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,3,0,link
399,8648,5/6/2024,9:25:37,resgatar a data e hora do sistema atual c# - Pesquisa Google,https://www.google.com/search?q=resgatar+a+data+e+hora+do+sistema+atual+c%23&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=resgatar+a+data+e+hora+do+sistema+atual+c%23&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigATIHCAIQIRifBTIHCAMQIRifBdIBCDg3NDRqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,3,0,generated
400,7602,5/6/2024,8:39:46,Swagger UI,https://www.senailp.com.br/eventos-api/swagger/index.html,8,4,typed
401,468,5/6/2024,8:39:41,Swagger UI,http://avdocente.senailp.com.br/api/swagger/index.html,21,12,typed
402,468,5/6/2024,8:33:12,Swagger UI,http://avdocente.senailp.com.br/api/swagger/index.html,21,12,typed
403,426,5/6/2024,8:28:21,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/,60,0,link
404,8646,5/6/2024,8:28:17,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjqC9wTAAA%3D,3,0,link
405,8647,5/6/2024,8:28:13,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjqC9wTAAA%3D/sxs/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjqC9wTAAABEgAQALLA6URFhGNKktk1R1J37zA%3D,1,0,link
406,8646,5/6/2024,8:28:08,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjqC9wTAAA%3D,3,0,link
407,426,5/6/2024,8:28:06,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/,60,0,link
408,8646,5/6/2024,8:27:50,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/inbox/id/AAMkADlhNTE1MDg4LWMxOGEtNDhhMS1iZjZiLWY1OTIyYzcxMTVlMwBGAAAAAABgrZasaCgHQYK%2Bi%2FICubHrBwAuAJ5ue%2BVTQZZKB9ndzQsSAAAAAAEMAAAuAJ5ue%2BVTQZZKB9ndzQsSAAjqC9wTAAA%3D,3,0,link
409,426,5/6/2024,8:27:09,Email – Carlos Alexandre Cavalheiro – Outlook,https://outlook.office.com/mail/,60,0,link
410,8645,5/6/2024,8:27:08,Working...,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=e0bcac37-c268-e80b-26b0-c7d70f696b41&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=sesisenaisp.org.br&nonce=638505916343344950.36849565-94f3-4433-876e-cc4ee87a22b9&state=DYtLDoAgDAVBD-Ep-GhLgeOgqcaNGLrw-nYxb5KXjDXGzMqk2KhjMkFJMdWVAAEQa4oeqKgpuYonONTflUzsjgOZS27btler7RL614Kw3MJPu-X1fVx-Hz8&sso_reload=true,1,0,link
411,3716,5/5/2024,17:15:52,Entrar no Plurall,https://login.plurall.net/,38,0,link
412,8643,5/5/2024,16:22:26,Baixar o aplicativo Roblox,https://www.roblox.com/pt/download,1,0,link
413,8626,5/5/2024,16:22:24,roblox - Pesquisa Google,https://www.google.com/search?q=roblox&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=roblox&gs_lcrp=EgZjaHJvbWUqBggAEEUYOzIGCAAQRRg7MgYIARBFGDsyBggCEEUYPdIBCDE3MDZqMGo5qAIAsAIB&sourceid=chrome&ie=UTF-8,3,0,generated
414,8641,5/5/2024,16:21:51,Obter o Roblox | Xbox,https://www.xbox.com/pt-BR/games/store/roblox/9nblgggzm6wm,1,0,link
415,8640,5/5/2024,16:21:49,"Site Oficial do Xbox: Consoles, Jogos e | Xbox",https://www.xbox.com/pt-BR/auth/msa?action=loggedIn&locale_hint=pt-BR,1,0,link
